text,label,speaker
"and, uh, one of the things that we were just talking about as a matter of fact this week at work was the CODA Plan that is offered",sd,B
I mean I do go to church and things.,sd,A
"and, uh, here in Colorado you'll find a great many things.",sd,A
"but, uh,",%,A
"The smaller and the,",^2,A
"You go in there with the doctor,",sd,B
I have some friends of mine who use Quicken,sd,B
"and if you pull a wad of money out of your pocket, they're going to hit you over the head.",sv,A
Uh-huh.,b,A
"So the price of a good set of, uh, carbide steel, uh, bits is probably, uh, I mean, a, a good set of bits is probably going to run you a hundred dollars",sv,A
Yeah,b,A
"And it makes me feel bad that,",sd,A
"So many people will immigrate here in the twentieth, at the year two thousand,",sv,B
"Um, and one of the quick examples is the Aborigines.",sd,A
"I hate it,",sd,B
"Yeah, you know.",b,B
"So, I guess news is just part of that rat race for me.",sd,B
Right.,b,A
"we go in as an ally to the French and says yeah, we'll, we'll help you out, if you get in a bind.",sd,B
"and uh, you're right, the leaves are beautiful,",sv,B
"and I read magazines, and such.",sd,B
Yeah.,b,B
"But, that friend of mine that painted his house out there in your neighborhood he went to, uh, I guess to buy his paint",sd,B
She had a little boy that was the same age as my little boy,sd,A
"No,",nn,A
"And, and it worked okay for me.",sd,B
"But, I, I can't, I can't help but think that eventually the pendulum's going to swing back the other way again.",sv,A
"I mean, it's just, it's just where society is right now,",sv,A
"Yeah,","fo_o_fw_""_by_bc",A
you get the crabs,sd,A
so I haven't really seen any movies in the movie theater,sd,A
"Oh, no.",b,B
I'm exempt.,sd,B
"Oh, gosh",ba,B
"That's what always amazes me, actually, is that, um, is that, you know,",sd,B
Now do the grocery stores in Houston have recycling for their paper bags and plastic bags?,qy,A
Uh-huh.,b,A
Fine.,fp,B
How do you like to camp?,qo,B
But it's a very good car.,sd,B
"I mean it's, it's a pretty personal thing when somebody says I want to look at your urine before I'm going to talk to you.",sv,B
it's a hunter's type affair,sd,A
"and that,",%,B
That's right.,aa,B
Yes.,aa,A
I guess I did three years ago.,sd,B
"That is the reason, I don't play over there.",sd,A
"Yeah,",b,B
Uh-huh.,b,B
"once it was, it was reallowed,",sd,B
"Right,",aa,B
and I know they're suffering,sv,A
"I mean, there were five of us",sd,B
"Uh, I think they're handy.",sv,B
"and so when it throws in a real cool winter, we get broken pipes and, and all that kind of stuff and because Texas is, just isn't built for you know, real cold weather for long periods of time.",sd,B
"and there was one guy on the jury who announced to everybody that he didn't need to deliberate, because he'd already decided that the guy was, uh, not guilty,",sd,B
so I think we should get one adopted permanently.,sv,B
"Oh, really.",bh,A
"I, I, I've heard lots of good things about it",sd,B
That sounds about right,ba,B
"and it's real fine, like flour",sd,B
and you can play catch across the back yard,sd,A
"I have had a recipe that someone has given me that it's kind of like you just mix cream cheese and stuff and refrigerate it, you know",sd,A
"See, uh, uh,",%,B
"Yeah,",b,A
"And, and in North",%,A
"last year he started having some nagging injuries,",sd,A
"Oh, my gosh",ba,B
"and the Ambassador said, but I know what you make as a U S Senator,",sd,A
Pretty close.,b^m,B
"so she and, and the three boys and my husband and I went over into Fort Worth to see the space exhibit",sd,B
they're distributing them.,sd,A
"and I feel,",sd,A
Uh-huh.,b,A
"And it, it really made a completely different man out of him.",sd,B
"Uh,",%,A
"People, people stand outside their houses and their, watch the creeks foam brown and all,",sd,A
I guess the biggest one is number of women in the work force.,sv,A
"Yeah,",ny,B
"He's getting lots of overtime,",sd,B
"I, I think that would be a good family thing to start doing more often.",sv,A
No.,aa,B
"And primarily, I mean, I, now I'm probably going to, going to upset you.",fa,A
and you're taking notes,sd,A
I think that's the main change.,sv,A
and I just happened to walk back into my office.,sd,B
"Oh, goodness.",ba,B
and I've been out of town,sd,A
Yeah.,b,B
"Well, that's good.",ba,B
"Well, right now I'm just a homemaker,",sd,B
That is the WASHINGTON POST,qy^d,B
"real pretty, like a swamp,",b^m,B
"I don't know,",h,A
I don't know.,h,A
Right.,b,A
no.,aa,B
"and these are probably, oh, one of the nicest that I found,",sv,A
Sure.,b,A
Uh-huh.,b,A
Uh-huh.,b,A
What is happening at least in this state,sd,B
Uh-huh.,b,B
"If you were,",%,A
"In fact, it's funny,",sd,A
"Uh, one, one thing that I, I think is, um, you know, maybe is a problem is, uh, I, I think that the criminal jury system works pretty well now,",sv,A
"I mean, I have been to downtown New York City",sd,A
Uh-huh.,b,A
Yeah.,b,B
"Uh-huh,",b,A
so I really can't complain about this one.,sd,A
Yeah.,b,B
uh-huh.,b,A
what kind of culture was that,qh,A
"but, uh, baseball to me is a little hard to watch on T V,  for an extended period.",sd,B
"It's like brash metal, which all they do is like, they have this guitar and they just bang at the guitar,",sd,A
Uh-huh.,b,B
"and so, uh, uh, and, and the reason I'm doing this whole thing is because Rick, whose another government employee wanted a segments of my speech, that that were done a year ago",sd,A
"I would have to get on one and drive, or walk to a you know,",sd,A
"It, you know,",%,A
"and they were,",sd,A
"But she's a doll,",sd,A
"And, okay, this, this candidate tells  you some things that are going to happen",sv,A
"Yeah,",aa,A
"well, God bless",fc,B
"Her dad was from Little Rock, Arkansas,",sd,A
Uh-huh.,b,B
and I figure them up.,sd,A
"What kind of pet do you have, Gail?",qw,A
"Oh, I know it.",ba,A
Do you do Tex-Mex?,qy,A
I always thought it had to be unanimous.,sv,B
That's been a real big plus.,sv,A
"with a child it's, kind of",sv,A
"so that,",%,B
"so I don't I don't even know how high those go,",sd,A
Yeah.,aa,B
Uh-huh.,b,A
"So, yeah.",b,B
"Well, I think that's the only thing you can do, is just say no and mean no and,  not be tempted.",sv,A
"three times,",%,B
Huh-uh.,b,A
I agree with that.,aa,A
"The, the story line, um,",sd,B
Uh.,%,B
"Okay,",b,A
"Oh real ,",%,B
"um, I can't remember what type of trees they are,",sd,B
"My wife and I, we live in Dallas too,",sd,A
"if they really can,",sd,B
"Do you really,",bh,B
Yeah.,b,B
"Yeah,",aa,B
"Well, you know, that, animals are like that.",sv,B
"It's much more common for people, even teenagers to be going to Europe and South America and,  Asia.",sd,A
"and we haven't had that Lego train together for years,",sd,B
"I, I wonder if it's any better now. Because they, uh, California has such strict rules, um, about emissions and so on.",qy^d,A
yeah.,aa,A
Right.,na,B
"And so it's almost impossible to,",sd,B
A flyer's on every door every day.,sv,A
Uh-huh.,b,A
"Yeah,",b,A
"but,",%,B
and I just pushed on the wires.,sd,A
"and, so we decided to stay.",sd,B
"and that's in New York,",sd,B
that's for sure.,sv,B
"and, uh, I don't think we really even want to find out.",sd,B
it's true.,aa,B
"Oh, yeah.",b,A
Uh-huh.,b,B
Two hours where?,br,B
"and, uh, uh, today we're not even suppose to be in school because the, uh, the way the taxation and all that crap is, there really legally isn't any funding for the school systems in Texas today.",sv,B
"or,",%,B
"but he just said to me, maybe you ought to try bicycling",sd,A
"and he introduced my brother and I both, to a lot of it.",sd,B
"I don't, I think,",%,B
You knew who was bad.,sd,B
"So there, there are advantages. Uh,",sd,A
"And he, um, ease very protective,",sd,B
it was really nice.,sv,A
true.,aa,A
"I think they either have a retrial eventually or, or they call it a mistrial or something.",sv,A
"uh, I, I,",%,B
"Um, I think it's mainly for an escape, um, you know, you, uh, my job is not the most thrilling in the world",sd,B
"Basically the people,",sv,B
"But when it rains a lot, which is has been doing here a lot lately, uh, very often, you know, wear, uh, pants and boots you know.",sd,B
Right.,b,B
"And, uh,",%,A
"But, uh, we had, uh, you know, all these, we have all these, uh,",sd,B
I can't remember how many people.,sd,B
exercise is so important.,sv,B
That's funny.,sv,A
"words, it,",sd,A
Right.,b,A
Uh-huh.,b,A
and they don't have any incentive to work if we're just going to take fifty percent of it.,sv,A
Yeah.,bh,A
"But it's always, well,",%,B
"and. I like an avocado sandwich, too.",sd,B
When you get one way out like that,sd,B
I think I dislike the phone number part the worst.,sv,A
"Yeah,",ny,A
"I know like when she has an accident, I know she's not doing it on purpose.",sd,A
"Uh-huh,",aa,A
and all you had to do is just get your share of those adopted  in the individual school districts.,sd,A
"and, uh, other people that, you know, do it differently or don't even watch any news at all",sv,A
"Uh, and I had been told, you know, you wouldn't notice that it was three hours long, and all this, kind of,",sd,A
Bye.,fc,A
Uh-huh.,b,B
"She, she did very well in school",sd,A
"and he would sleep with her,",sd,A
Oh.,b,A
I've only been over there a couple of times,sd,B
"I mean, it's not like I'm putting it through its paces.",sv,B
"I mean, uh, that's really",%,B
"Yeah,",b,A
"Thank you,",fc,B
"and I say, oh no",sd,A
I mean most of the sports cars are stick shift.,sd,B
"Talk, talk your husband into taking you there some night.",ad,B
"There's, quite a task if you've ever run into one.",sd,A
"and I was thinking yeah, and I was thinking",sd,B
Yeah,b,A
"And I work at Medical Treatment Center, uh, which is at uh, Jupiter and Arapaho.",sd,B
about thirty-three thousand miles a year.,sd,A
"we saw, uh, DANCES WITH WOLVES",sd,B
"No,",nn,B
"Uh, a lot of times I do just read magazines and stuff like that for, you know, because I don't have a lot of time,",sd,B
"Yeah,",ny,A
"what,",%,B
uh-huh.,b,B
"We seem to, uh,",sv,B
"cause with two we have a problem,",sd,B
it said the creeks will foam.,sd,A
Yeah.,b,B
"If you're scoring poorly, you should spend more time on the practice uh, range.",sv,B
"No,",aa,A
"And basically, um, the choices, I mean, you know,",%,B
"They really, uh, they really gave some, some really good years of, uh, uh, of enjoyment and fun and everything.",sv,A
Yeah.,b,B
"That's just a difference in kids, I suppose.",sv,A
"and I sure would like one ever those, uh, uh, within the next five years, or so.",sd,A
then be gone.,b,A
"Okay,",b,B
It's just we can't control it.,sd,B
"I'm originally from Colorado,",sd,B
"I would go from one side of the boat to the other,",sd,B
Yeah.,b,A
"but, I guess this day and age they don't.",sd,B
and it just seemed like it would be a fun place to go.,sd,A
Uh-huh.,b,B
"and I have, uh, four bedrooms at the present.",sd,B
"But I was thinking about though that, that when you actually get to the milling equipment though, when it starts turning ...",%,B
I don't know what it's about .,sd,B
Oh.,b,B
Your house sounds like mine because mine's pier and beam too.,sd,A
"No,",nn,B
"But, uh, and then when five o'clock comes around I just want to get in the house and turn the T V on to watch the news.",sd,A
"and that's kind of tricky, too, because a lot of positions the judges are in, they, they can't be fired, you know,",sv,B
Uh-huh.,b,A
yeah.,b,B
Right.,b,B
Yeah.,b,B
Not that I know of.,ng,B
"But we enjoy Christmas Eve night, because they all start arriving by about eleven o'clock,",sd,B
"I, I got,",%,A
And to make it believable.,^2,B
Bye-bye.,fc,B
"I, I think there, there's so much criminal activity, uh, that people go into to, to support drug habits.",sv,A
"To just go buy a pair of jeans, we'd drive an hour.",sd,B
"Seattle,",sd,B
"Oh, I see.",bk,A
let's talk about college basketball.,ad,A
"Um, couple of examples would be, um, well, like I said, this one about Max or Get Well Smart, the female character, Barbara Feldon",sd,A
"Oh, okay.",bk,A
"You're, you're young",sd,B
Where?,qw,B
Right.,b,B
They aren't the best pets.,sv,A
Wow.,ba,B
"an, and, um, and really it's,",%,B
"Yeah,",b,A
Uh-huh.,b,B
"I, I, I go home, uh, I've gone home every year now since I've moved to Dallas to, to go pheasant hunting,",sd,B
"or did you pull them, up by the roots,",qrr,A
"They, uh, just working up there or going to school or what?",qy,A
Myself.,%,B
"I, I guess if you make money at it, it becomes a vocation",sv,B
"I would think so, too",aa,A
"That really gave us a lot more space, um, floor space and, so, you did not have to be constantly getting things off the floor in order to walk around",sd,A
"Yeah,",b,B
I'm a graduate student at the University of Texas in Dallas.,sd,A
"Well, uh, we have tried to, uh, instill some, some sense of, uh, of budgeting in our kids,",sd,A
not heavy use.,sd,B
So you live in Utah do you?,qy,B
it's true.,sv,B
And I lived with Dana in school.,sd,A
But they keep asking these questions,sd,B
Yes!,aa,A
"I'm glad to hear that, Wendy.",sd,A
Hi.,fp,B
What can we do about it?,bh,A
"And were they, uh, were they, were they obviously poor or you know?",qy,A
Uh-huh.,b,B
"But then someone comes along and says you can't do that, you know.",sd,A
"You know, I could I can remember the days when it cost only three cents to mail, uh, uh, uh, a letter.",sd,B
"Okay,",aa,B
not more of a radio buff,sd,B
and you don't have it to give it to them.,sv,A
Bye-bye.,fc,A
Yeah,b,B
"I knew I knew that I had that much credit, going in.",sd,B
"yeah,",b,B
"Oh, very suspenseful.",sd,B
"and I used to think that this whole argument was completely bogus,",sd,B
I agree.,aa,B
"Oh, yes,",aa,A
"I, I never keep a budget.",sd,B
